DATE,STATION,TOWN,PLACE,HSUN,RADMAX,RADAVG
2001-01-06,TP42,Torre Pacheco,Torre Blanca,13.0,981.0,342.54
2001-02-06,TP42,Torre Pacheco,Torre Blanca,12.0,934.0,315.63
2001-03-06,TP42,Torre Pacheco,Torre Blanca,12.0,973.0,337.71
2001-04-06,TP42,Torre Pacheco,Torre Blanca,12.0,949.0,310.83
2001-05-06,TP42,Torre Pacheco,Torre Blanca,12.0,961.0,320.96
2001-06-06,TP42,Torre Pacheco,Torre Blanca,13.0,950.0,290.42
2001-07-06,TP42,Torre Pacheco,Torre Blanca,12.0,977.0,328.58
2001-08-06,TP42,Torre Pacheco,Torre Blanca,12.0,953.0,333.92
2001-09-06,TP42,Torre Pacheco,Torre Blanca,12.0,955.0,327.17
2001-10-06,TP42,Torre Pacheco,Torre Blanca,11.0,933.0,258.96
2001-11-06,TP42,Torre Pacheco,Torre Blanca,12.0,887.0,289.88
2001-12-06,TP42,Torre Pacheco,Torre Blanca,12.0,975.0,348.67
2001-06-13,TP42,Torre Pacheco,Torre Blanca,12.0,970.0,340.83
2001-06-14,TP42,Torre Pacheco,Torre Blanca,13.0,972.0,348.96
2001-06-15,TP42,Torre Pacheco,Torre Blanca,13.0,985.0,351.17
2001-06-16,TP42,Torre Pacheco,Torre Blanca,13.0,1006.0,355.5
2001-06-17,TP42,Torre Pacheco,Torre Blanca,13.0,998.0,355.04
2001-06-18,TP42,Torre Pacheco,Torre Blanca,13.0,980.0,336.63
2001-06-20,TP42,Torre Pacheco,Torre Blanca,13.0,988.0,349.04
2001-06-21,TP42,Torre Pacheco,Torre Blanca,13.0,972.0,346.96
2001-06-22,TP42,Torre Pacheco,Torre Blanca,13.0,991.0,353.04
2001-06-23,TP42,Torre Pacheco,Torre Blanca,12.0,987.0,348.29
2001-06-24,TP42,Torre Pacheco,Torre Blanca,12.0,936.0,257.92
2001-06-25,TP42,Torre Pacheco,Torre Blanca,12.0,921.0,308.88
2001-06-26,TP42,Torre Pacheco,Torre Blanca,12.0,955.0,338.79
2001-06-27,TP42,Torre Pacheco,Torre Blanca,12.0,946.0,339.29
2001-06-28,TP42,Torre Pacheco,Torre Blanca,12.0,961.0,338.42
2001-06-29,TP42,Torre Pacheco,Torre Blanca,12.0,979.0,340.67
2001-06-30,TP42,Torre Pacheco,Torre Blanca,12.0,982.0,348.96
2001-01-07,TP42,Torre Pacheco,Torre Blanca,12.0,965.0,343.75
2001-02-07,TP42,Torre Pacheco,Torre Blanca,12.0,970.0,345.0
2001-03-07,TP42,Torre Pacheco,Torre Blanca,12.0,941.0,324.71
2001-04-07,TP42,Torre Pacheco,Torre Blanca,12.0,893.0,320.96
2001-05-07,TP42,Torre Pacheco,Torre Blanca,12.0,951.0,336.75
2001-06-07,TP42,Torre Pacheco,Torre Blanca,12.0,969.0,342.46
2001-07-07,TP42,Torre Pacheco,Torre Blanca,12.0,961.0,337.46
2001-08-07,TP42,Torre Pacheco,Torre Blanca,12.0,891.0,320.92
2001-09-07,TP42,Torre Pacheco,Torre Blanca,12.0,948.0,312.75
2001-10-07,TP42,Torre Pacheco,Torre Blanca,12.0,937.0,330.17
2001-11-07,TP42,Torre Pacheco,Torre Blanca,12.0,940.0,329.83
2001-12-07,TP42,Torre Pacheco,Torre Blanca,12.0,882.0,270.25
2001-07-13,TP42,Torre Pacheco,Torre Blanca,12.0,954.0,313.5
2001-07-14,TP42,Torre Pacheco,Torre Blanca,12.0,978.0,341.92
2001-07-15,TP42,Torre Pacheco,Torre Blanca,11.0,773.0,264.33
2001-07-16,TP42,Torre Pacheco,Torre Blanca,11.0,927.0,300.63
2001-07-17,TP42,Torre Pacheco,Torre Blanca,12.0,966.0,344.79
2001-07-18,TP42,Torre Pacheco,Torre Blanca,12.0,968.0,344.63
2001-07-19,TP42,Torre Pacheco,Torre Blanca,12.0,997.0,353.92
2001-07-20,TP42,Torre Pacheco,Torre Blanca,12.0,969.0,333.42
2001-07-21,TP42,Torre Pacheco,Torre Blanca,12.0,939.0,309.71
2001-07-22,TP42,Torre Pacheco,Torre Blanca,12.0,624.0,192.75
2001-07-23,TP42,Torre Pacheco,Torre Blanca,12.0,886.0,284.83
2001-07-24,TP42,Torre Pacheco,Torre Blanca,12.0,921.0,312.83
2001-07-25,TP42,Torre Pacheco,Torre Blanca,12.0,921.0,320.63
2001-10-08,TP42,Torre Pacheco,Torre Blanca,10.0,859.0,245.92
2001-04-09,TP42,Torre Pacheco,Torre Blanca,10.0,860.0,274.58
2001-05-09,TP42,Torre Pacheco,Torre Blanca,10.0,830.0,242.17
2001-06-09,TP42,Torre Pacheco,Torre Blanca,10.0,685.0,220.88
2001-07-09,TP42,Torre Pacheco,Torre Blanca,10.0,835.0,254.17
2001-08-09,TP42,Torre Pacheco,Torre Blanca,10.0,854.0,255.96
2001-09-09,TP42,Torre Pacheco,Torre Blanca,10.0,849.0,270.42
2001-10-09,TP42,Torre Pacheco,Torre Blanca,10.0,828.0,255.17
2001-11-09,TP42,Torre Pacheco,Torre Blanca,10.0,630.0,188.71
2001-12-09,TP42,Torre Pacheco,Torre Blanca,10.0,796.0,233.83
2001-09-13,TP42,Torre Pacheco,Torre Blanca,10.0,801.0,242.0
2001-09-14,TP42,Torre Pacheco,Torre Blanca,10.0,812.0,243.38
2001-09-15,TP42,Torre Pacheco,Torre Blanca,10.0,793.0,212.67
2001-09-16,TP42,Torre Pacheco,Torre Blanca,10.0,749.0,229.71
2001-09-17,TP42,Torre Pacheco,Torre Blanca,9.0,805.0,176.38
2001-09-18,TP42,Torre Pacheco,Torre Blanca,9.0,554.0,163.67
2001-09-20,TP42,Torre Pacheco,Torre Blanca,10.0,757.0,207.29
2001-09-21,TP42,Torre Pacheco,Torre Blanca,10.0,728.0,203.0
2001-09-23,TP42,Torre Pacheco,Torre Blanca,10.0,829.0,233.63
2001-09-24,TP42,Torre Pacheco,Torre Blanca,10.0,796.0,236.67
2001-09-25,TP42,Torre Pacheco,Torre Blanca,10.0,798.0,230.17
2001-09-26,TP42,Torre Pacheco,Torre Blanca,10.0,786.0,190.83
2001-09-27,TP42,Torre Pacheco,Torre Blanca,9.0,588.0,147.04
2001-09-29,TP42,Torre Pacheco,Torre Blanca,9.0,734.0,203.88
2001-09-30,TP42,Torre Pacheco,Torre Blanca,10.0,778.0,223.54
2001-01-10,TP42,Torre Pacheco,Torre Blanca,10.0,756.0,227.25
2001-02-10,TP42,Torre Pacheco,Torre Blanca,10.0,758.0,231.08
2001-03-10,TP42,Torre Pacheco,Torre Blanca,9.0,647.0,155.42
2001-04-10,TP42,Torre Pacheco,Torre Blanca,9.0,644.0,141.88
2001-05-10,TP42,Torre Pacheco,Torre Blanca,10.0,700.0,179.08
2001-06-10,TP42,Torre Pacheco,Torre Blanca,9.0,730.0,204.08
2001-07-10,TP42,Torre Pacheco,Torre Blanca,10.0,680.0,189.83
2001-08-10,TP42,Torre Pacheco,Torre Blanca,10.0,730.0,215.88
2001-09-10,TP42,Torre Pacheco,Torre Blanca,10.0,716.0,201.75
2001-10-14,TP42,Torre Pacheco,Torre Blanca,9.0,660.0,185.0
2001-10-16,TP42,Torre Pacheco,Torre Blanca,9.0,661.0,185.88
2001-10-18,TP42,Torre Pacheco,Torre Blanca,9.0,624.0,171.58
2001-10-19,TP42,Torre Pacheco,Torre Blanca,9.0,688.0,155.04
2001-10-21,TP42,Torre Pacheco,Torre Blanca,9.0,665.0,189.71
2001-10-22,TP42,Torre Pacheco,Torre Blanca,9.0,623.0,174.38
2001-10-24,TP42,Torre Pacheco,Torre Blanca,9.0,654.0,182.42
2001-10-25,TP42,Torre Pacheco,Torre Blanca,9.0,680.0,173.54
2001-10-26,TP42,Torre Pacheco,Torre Blanca,9.0,587.0,127.25
2001-10-27,TP42,Torre Pacheco,Torre Blanca,9.0,483.0,115.96
2001-10-28,TP42,Torre Pacheco,Torre Blanca,9.0,455.0,127.25
2001-10-30,TP42,Torre Pacheco,Torre Blanca,9.0,603.0,162.88
2001-10-31,TP42,Torre Pacheco,Torre Blanca,9.0,613.0,161.17
2001-01-11,TP42,Torre Pacheco,Torre Blanca,9.0,568.0,138.25
2001-11-13,TP42,Torre Pacheco,Torre Blanca,9.0,601.0,158.83
2002-01-02,TP42,Torre Pacheco,Torre Blanca,9.0,680.0,176.75
2002-02-02,TP42,Torre Pacheco,Torre Blanca,9.0,701.0,171.08
2002-04-02,TP42,Torre Pacheco,Torre Blanca,9.0,677.0,174.46
2002-05-02,TP42,Torre Pacheco,Torre Blanca,9.0,763.0,153.42
2002-07-02,TP42,Torre Pacheco,Torre Blanca,9.0,784.0,182.25
2002-08-02,TP42,Torre Pacheco,Torre Blanca,9.0,708.0,190.5
2002-09-02,TP42,Torre Pacheco,Torre Blanca,9.0,705.0,190.67
2002-11-02,TP42,Torre Pacheco,Torre Blanca,9.0,695.0,186.83
2002-02-16,TP42,Torre Pacheco,Torre Blanca,9.0,773.0,207.04
2002-02-18,TP42,Torre Pacheco,Torre Blanca,9.0,926.0,185.58
2002-02-19,TP42,Torre Pacheco,Torre Blanca,9.0,891.0,186.87
2002-02-20,TP42,Torre Pacheco,Torre Blanca,9.0,765.0,225.41
2002-02-21,TP42,Torre Pacheco,Torre Blanca,10.0,845.0,203.3
2002-02-23,TP42,Torre Pacheco,Torre Blanca,9.0,776.0,215.58
2002-02-24,TP42,Torre Pacheco,Torre Blanca,10.0,786.0,217.58
2002-02-25,TP42,Torre Pacheco,Torre Blanca,10.0,783.0,215.75
2002-02-26,TP42,Torre Pacheco,Torre Blanca,9.0,812.0,217.04
2002-02-27,TP42,Torre Pacheco,Torre Blanca,10.0,825.0,227.0
2002-02-28,TP42,Torre Pacheco,Torre Blanca,10.0,889.0,213.96
2002-05-03,TP42,Torre Pacheco,Torre Blanca,9.0,1087.0,219.73
2002-09-03,TP42,Torre Pacheco,Torre Blanca,10.0,953.0,215.96
2002-10-03,TP42,Torre Pacheco,Torre Blanca,10.0,839.0,246.0
2002-03-14,TP42,Torre Pacheco,Torre Blanca,9.0,1021.0,273.55
2002-03-19,TP42,Torre Pacheco,Torre Blanca,10.0,881.0,276.61
2002-03-20,TP42,Torre Pacheco,Torre Blanca,10.0,879.0,289.23
2002-03-21,TP42,Torre Pacheco,Torre Blanca,10.0,882.0,267.42
2002-03-22,TP42,Torre Pacheco,Torre Blanca,10.0,888.0,267.58
2002-03-23,TP42,Torre Pacheco,Torre Blanca,10.0,892.0,287.14
2002-03-24,TP42,Torre Pacheco,Torre Blanca,10.0,914.0,276.0
2002-03-25,TP42,Torre Pacheco,Torre Blanca,10.0,923.0,263.92
2002-03-26,TP42,Torre Pacheco,Torre Blanca,10.0,1019.0,240.46
2002-03-27,TP42,Torre Pacheco,Torre Blanca,10.0,1129.0,260.33
2002-03-28,TP42,Torre Pacheco,Torre Blanca,10.0,975.0,161.17
2002-03-29,TP42,Torre Pacheco,Torre Blanca,9.0,1122.0,164.63
2002-03-30,TP42,Torre Pacheco,Torre Blanca,10.0,1138.0,218.58
2002-03-31,TP42,Torre Pacheco,Torre Blanca,10.0,940.0,286.54
2002-01-04,TP42,Torre Pacheco,Torre Blanca,10.0,908.0,146.75
2002-03-04,TP42,Torre Pacheco,Torre Blanca,10.0,1136.0,242.08
2002-05-04,TP42,Torre Pacheco,Torre Blanca,12.0,964.0,290.58
2002-06-04,TP42,Torre Pacheco,Torre Blanca,11.0,1208.0,246.88
2002-07-04,TP42,Torre Pacheco,Torre Blanca,9.0,1253.0,168.0
2002-08-04,TP42,Torre Pacheco,Torre Blanca,12.0,980.0,301.46
2002-09-04,TP42,Torre Pacheco,Torre Blanca,12.0,1112.0,223.75
2002-10-04,TP42,Torre Pacheco,Torre Blanca,11.0,982.0,198.38
2002-12-04,TP42,Torre Pacheco,Torre Blanca,10.0,992.0,111.13
2002-04-13,TP42,Torre Pacheco,Torre Blanca,11.0,1028.0,283.96
2002-04-14,TP42,Torre Pacheco,Torre Blanca,9.0,1152.0,199.0
2002-04-15,TP42,Torre Pacheco,Torre Blanca,9.0,963.0,98.33
2002-04-16,TP42,Torre Pacheco,Torre Blanca,10.0,1244.0,224.58
2002-04-17,TP42,Torre Pacheco,Torre Blanca,12.0,952.0,300.88
2002-04-18,TP42,Torre Pacheco,Torre Blanca,12.0,976.0,291.13
2002-04-19,TP42,Torre Pacheco,Torre Blanca,11.0,960.0,303.38
2002-04-20,TP42,Torre Pacheco,Torre Blanca,12.0,977.0,312.29
2002-04-21,TP42,Torre Pacheco,Torre Blanca,12.0,1037.0,311.79
2002-04-22,TP42,Torre Pacheco,Torre Blanca,12.0,992.0,323.38
2002-04-23,TP42,Torre Pacheco,Torre Blanca,12.0,999.0,324.5
2002-04-24,TP42,Torre Pacheco,Torre Blanca,12.0,990.0,317.21
2002-04-25,TP42,Torre Pacheco,Torre Blanca,12.0,973.0,319.5
2002-04-26,TP42,Torre Pacheco,Torre Blanca,12.0,1008.0,312.25
2002-04-27,TP42,Torre Pacheco,Torre Blanca,12.0,975.0,315.88
2002-04-28,TP42,Torre Pacheco,Torre Blanca,12.0,976.0,315.17
2002-04-29,TP42,Torre Pacheco,Torre Blanca,11.0,1107.0,287.58
2002-04-30,TP42,Torre Pacheco,Torre Blanca,11.0,1247.0,268.13
2002-01-05,TP42,Torre Pacheco,Torre Blanca,12.0,1065.0,269.29
2002-02-05,TP42,Torre Pacheco,Torre Blanca,11.0,1254.0,233.88
2002-03-05,TP42,Torre Pacheco,Torre Blanca,12.0,1213.0,286.5
2002-04-05,TP42,Torre Pacheco,Torre Blanca,12.0,1051.0,353.92
2002-05-05,TP42,Torre Pacheco,Torre Blanca,11.0,1179.0,270.33
2002-07-05,TP42,Torre Pacheco,Torre Blanca,9.0,571.0,94.46
2002-08-05,TP42,Torre Pacheco,Torre Blanca,12.0,1119.0,333.75
2002-09-05,TP42,Torre Pacheco,Torre Blanca,12.0,1348.0,302.58
2002-10-05,TP42,Torre Pacheco,Torre Blanca,10.0,1158.0,135.83
2002-11-05,TP42,Torre Pacheco,Torre Blanca,9.0,1301.0,139.09
2002-12-05,TP42,Torre Pacheco,Torre Blanca,12.0,1031.0,349.83
2002-05-13,TP42,Torre Pacheco,Torre Blanca,12.0,1029.0,352.54
2002-05-14,TP42,Torre Pacheco,Torre Blanca,12.0,1021.0,338.96
2002-05-15,TP42,Torre Pacheco,Torre Blanca,11.0,1325.0,301.63
2002-05-16,TP42,Torre Pacheco,Torre Blanca,11.0,1001.0,310.78
2002-05-17,TP42,Torre Pacheco,Torre Blanca,12.0,1052.0,310.08
2002-05-18,TP42,Torre Pacheco,Torre Blanca,12.0,1027.0,352.38
2002-05-19,TP42,Torre Pacheco,Torre Blanca,12.0,1029.0,353.79
2002-05-20,TP42,Torre Pacheco,Torre Blanca,12.0,1084.0,358.33
2002-05-21,TP42,Torre Pacheco,Torre Blanca,12.0,1113.0,321.17
2002-05-22,TP42,Torre Pacheco,Torre Blanca,12.0,1171.0,236.46
2002-05-23,TP42,Torre Pacheco,Torre Blanca,12.0,1220.0,330.08
2002-05-24,TP42,Torre Pacheco,Torre Blanca,11.0,1029.0,329.43
2002-05-25,TP42,Torre Pacheco,Torre Blanca,12.0,1090.0,341.21
2002-05-26,TP42,Torre Pacheco,Torre Blanca,12.0,1019.0,345.67
2002-05-27,TP42,Torre Pacheco,Torre Blanca,12.0,1257.0,319.46
2002-05-28,TP42,Torre Pacheco,Torre Blanca,12.0,1185.0,332.54
2002-05-29,TP42,Torre Pacheco,Torre Blanca,12.0,1027.0,355.17
2002-05-30,TP42,Torre Pacheco,Torre Blanca,12.0,1172.0,294.96
2002-05-31,TP42,Torre Pacheco,Torre Blanca,12.0,1022.0,282.17
2002-01-06,TP42,Torre Pacheco,Torre Blanca,12.0,995.0,306.83
2002-02-06,TP42,Torre Pacheco,Torre Blanca,12.0,969.0,336.67
2002-03-06,TP42,Torre Pacheco,Torre Blanca,12.0,928.0,302.42
2002-04-06,TP42,Torre Pacheco,Torre Blanca,11.0,1152.0,279.58
2002-05-06,TP42,Torre Pacheco,Torre Blanca,12.0,1171.0,293.13
2002-06-06,TP42,Torre Pacheco,Torre Blanca,12.0,992.0,344.46
2002-07-06,TP42,Torre Pacheco,Torre Blanca,12.0,1045.0,357.54
2002-08-06,TP42,Torre Pacheco,Torre Blanca,11.0,1195.0,288.63
2002-09-06,TP42,Torre Pacheco,Torre Blanca,12.0,1019.0,360.67
2002-10-06,TP42,Torre Pacheco,Torre Blanca,12.0,979.0,343.25
2002-11-06,TP42,Torre Pacheco,Torre Blanca,12.0,1028.0,335.29
2002-12-06,TP42,Torre Pacheco,Torre Blanca,13.0,1117.0,316.42
2002-06-13,TP42,Torre Pacheco,Torre Blanca,12.0,1278.0,324.08
2002-06-14,TP42,Torre Pacheco,Torre Blanca,12.0,1202.0,256.17
2002-06-15,TP42,Torre Pacheco,Torre Blanca,12.0,1136.0,319.46
2002-06-16,TP42,Torre Pacheco,Torre Blanca,12.0,985.0,338.17
2002-06-17,TP42,Torre Pacheco,Torre Blanca,12.0,986.0,334.75
2002-06-18,TP42,Torre Pacheco,Torre Blanca,11.0,1080.0,300.08
2002-06-19,TP42,Torre Pacheco,Torre Blanca,12.0,983.0,336.71
2002-06-20,TP42,Torre Pacheco,Torre Blanca,12.0,1032.0,328.13
2002-06-21,TP42,Torre Pacheco,Torre Blanca,12.0,1006.0,346.79
2002-06-22,TP42,Torre Pacheco,Torre Blanca,12.0,998.0,344.33
2002-06-23,TP42,Torre Pacheco,Torre Blanca,12.0,1002.0,347.5
2002-06-24,TP42,Torre Pacheco,Torre Blanca,11.0,1237.0,285.83
2002-06-25,TP42,Torre Pacheco,Torre Blanca,12.0,1169.0,249.96
2002-06-26,TP42,Torre Pacheco,Torre Blanca,11.0,949.0,302.42
2002-06-27,TP42,Torre Pacheco,Torre Blanca,12.0,923.0,290.29
2002-06-28,TP42,Torre Pacheco,Torre Blanca,12.0,1129.0,265.46
2002-06-29,TP42,Torre Pacheco,Torre Blanca,11.0,1096.0,185.13
2002-06-30,TP42,Torre Pacheco,Torre Blanca,9.0,1254.0,181.75
2002-01-07,TP42,Torre Pacheco,Torre Blanca,11.0,1174.0,251.33
2002-02-07,TP42,Torre Pacheco,Torre Blanca,12.0,975.0,331.63
2002-03-07,TP42,Torre Pacheco,Torre Blanca,12.0,969.0,333.33
2002-04-07,TP42,Torre Pacheco,Torre Blanca,12.0,988.0,340.5
2002-05-07,TP42,Torre Pacheco,Torre Blanca,11.0,1123.0,287.96
2002-06-07,TP42,Torre Pacheco,Torre Blanca,12.0,1254.0,264.88
2002-07-07,TP42,Torre Pacheco,Torre Blanca,12.0,1117.0,298.04
2002-08-07,TP42,Torre Pacheco,Torre Blanca,12.0,985.0,313.5
2002-09-07,TP42,Torre Pacheco,Torre Blanca,12.0,986.0,318.25
2002-10-07,TP42,Torre Pacheco,Torre Blanca,12.0,990.0,338.42
2002-11-07,TP42,Torre Pacheco,Torre Blanca,12.0,1136.0,292.96
2002-12-07,TP42,Torre Pacheco,Torre Blanca,12.0,1107.0,315.21
2002-07-13,TP42,Torre Pacheco,Torre Blanca,12.0,962.0,298.71
2002-07-14,TP42,Torre Pacheco,Torre Blanca,12.0,1076.0,346.5
2002-07-15,TP42,Torre Pacheco,Torre Blanca,12.0,1015.0,325.88
2002-07-16,TP42,Torre Pacheco,Torre Blanca,12.0,998.0,338.42
2002-07-17,TP42,Torre Pacheco,Torre Blanca,12.0,1002.0,339.67
2002-07-18,TP42,Torre Pacheco,Torre Blanca,12.0,998.0,335.63
2002-07-19,TP42,Torre Pacheco,Torre Blanca,12.0,972.0,322.96
2002-07-20,TP42,Torre Pacheco,Torre Blanca,12.0,878.0,290.25
2002-07-21,TP42,Torre Pacheco,Torre Blanca,12.0,941.0,299.83
2002-07-22,TP42,Torre Pacheco,Torre Blanca,11.0,1002.0,259.17
2002-07-23,TP42,Torre Pacheco,Torre Blanca,12.0,967.0,324.0
2002-07-24,TP42,Torre Pacheco,Torre Blanca,11.0,975.0,320.65
2002-07-25,TP42,Torre Pacheco,Torre Blanca,12.0,959.0,319.13
2002-07-26,TP42,Torre Pacheco,Torre Blanca,12.0,959.0,316.92
2002-07-27,TP42,Torre Pacheco,Torre Blanca,12.0,962.0,320.83
2002-07-28,TP42,Torre Pacheco,Torre Blanca,12.0,964.0,316.13
2002-07-29,TP42,Torre Pacheco,Torre Blanca,12.0,976.0,278.75
2002-07-30,TP42,Torre Pacheco,Torre Blanca,12.0,1142.0,285.13
2002-07-31,TP42,Torre Pacheco,Torre Blanca,11.0,966.0,286.08
2002-01-08,TP42,Torre Pacheco,Torre Blanca,11.0,1184.0,270.96
2002-02-08,TP42,Torre Pacheco,Torre Blanca,11.0,1040.0,240.54
2002-03-08,TP42,Torre Pacheco,Torre Blanca,11.0,1037.0,272.7
2002-04-08,TP42,Torre Pacheco,Torre Blanca,12.0,924.0,307.87
2002-05-08,TP42,Torre Pacheco,Torre Blanca,11.0,1042.0,156.0
2002-06-08,TP42,Torre Pacheco,Torre Blanca,12.0,966.0,312.17
2002-07-08,TP42,Torre Pacheco,Torre Blanca,11.0,1126.0,249.87
2002-08-08,TP42,Torre Pacheco,Torre Blanca,9.0,1089.0,228.54
2002-09-08,TP42,Torre Pacheco,Torre Blanca,11.0,1040.0,218.58
2002-10-08,TP42,Torre Pacheco,Torre Blanca,11.0,735.0,168.78
2002-11-08,TP42,Torre Pacheco,Torre Blanca,11.0,1008.0,297.46
2002-12-08,TP42,Torre Pacheco,Torre Blanca,11.0,956.0,308.79
2002-08-13,TP42,Torre Pacheco,Torre Blanca,11.0,946.0,317.61
2002-08-14,TP42,Torre Pacheco,Torre Blanca,11.0,1025.0,277.83
2002-08-15,TP42,Torre Pacheco,Torre Blanca,11.0,1104.0,246.83
2002-08-16,TP42,Torre Pacheco,Torre Blanca,10.0,939.0,260.96
2002-08-17,TP42,Torre Pacheco,Torre Blanca,11.0,930.0,295.83
2002-08-18,TP42,Torre Pacheco,Torre Blanca,11.0,1077.0,282.26
2002-08-19,TP42,Torre Pacheco,Torre Blanca,11.0,930.0,286.83
2002-08-20,TP42,Torre Pacheco,Torre Blanca,11.0,944.0,270.17
2002-08-21,TP42,Torre Pacheco,Torre Blanca,11.0,983.0,256.88
2002-08-22,TP42,Torre Pacheco,Torre Blanca,11.0,983.0,204.0
2002-08-23,TP42,Torre Pacheco,Torre Blanca,9.0,1110.0,233.92
2002-08-25,TP42,Torre Pacheco,Torre Blanca,12.0,966.0,293.33
2002-08-26,TP42,Torre Pacheco,Torre Blanca,11.0,1021.0,237.83
2002-08-27,TP42,Torre Pacheco,Torre Blanca,11.0,1050.0,202.38
2002-08-28,TP42,Torre Pacheco,Torre Blanca,12.0,928.0,258.29
2002-08-29,TP42,Torre Pacheco,Torre Blanca,12.0,923.0,280.75
2002-08-30,TP42,Torre Pacheco,Torre Blanca,12.0,913.0,286.75
2002-08-31,TP42,Torre Pacheco,Torre Blanca,11.0,926.0,286.42
2002-01-09,TP42,Torre Pacheco,Torre Blanca,11.0,913.0,250.33
2002-02-09,TP42,Torre Pacheco,Torre Blanca,9.0,1107.0,202.75
2002-03-09,TP42,Torre Pacheco,Torre Blanca,10.0,940.0,259.42
2002-04-09,TP42,Torre Pacheco,Torre Blanca,10.0,901.0,280.42
2002-05-09,TP42,Torre Pacheco,Torre Blanca,10.0,913.0,279.83
2002-06-09,TP42,Torre Pacheco,Torre Blanca,10.0,901.0,268.33
2002-07-09,TP42,Torre Pacheco,Torre Blanca,10.0,953.0,271.71
2002-08-09,TP42,Torre Pacheco,Torre Blanca,10.0,1037.0,283.08
2002-09-09,TP42,Torre Pacheco,Torre Blanca,11.0,902.0,279.83
2002-10-09,TP42,Torre Pacheco,Torre Blanca,11.0,1051.0,265.33
2002-11-09,TP42,Torre Pacheco,Torre Blanca,10.0,1136.0,211.79
2002-12-09,TP42,Torre Pacheco,Torre Blanca,10.0,888.0,261.88
2002-09-13,TP42,Torre Pacheco,Torre Blanca,10.0,882.0,265.54
2002-09-14,TP42,Torre Pacheco,Torre Blanca,10.0,1125.0,214.83
2002-09-15,TP42,Torre Pacheco,Torre Blanca,10.0,1058.0,216.46
2002-09-16,TP42,Torre Pacheco,Torre Blanca,9.0,959.0,177.21
2002-09-17,TP42,Torre Pacheco,Torre Blanca,10.0,918.0,172.08
2002-09-18,TP42,Torre Pacheco,Torre Blanca,10.0,1071.0,202.29
2002-09-19,TP42,Torre Pacheco,Torre Blanca,10.0,977.0,198.13
2002-09-20,TP42,Torre Pacheco,Torre Blanca,10.0,872.0,224.25
2002-09-21,TP42,Torre Pacheco,Torre Blanca,10.0,934.0,233.38
2002-09-22,TP42,Torre Pacheco,Torre Blanca,10.0,957.0,162.5
2002-09-24,TP42,Torre Pacheco,Torre Blanca,10.0,1014.0,159.5
2002-09-26,TP42,Torre Pacheco,Torre Blanca,9.0,1100.0,149.96
2002-09-27,TP42,Torre Pacheco,Torre Blanca,10.0,871.0,236.46
2002-09-28,TP42,Torre Pacheco,Torre Blanca,10.0,864.0,210.08
2002-09-29,TP42,Torre Pacheco,Torre Blanca,10.0,908.0,232.71
2002-09-30,TP42,Torre Pacheco,Torre Blanca,10.0,966.0,204.67
2002-01-10,TP42,Torre Pacheco,Torre Blanca,9.0,561.0,103.29
2002-03-10,TP42,Torre Pacheco,Torre Blanca,9.0,1005.0,137.92
2002-04-10,TP42,Torre Pacheco,Torre Blanca,9.0,998.0,133.33
2002-05-10,TP42,Torre Pacheco,Torre Blanca,10.0,888.0,205.13
2002-06-10,TP42,Torre Pacheco,Torre Blanca,9.0,595.0,149.58
2002-07-10,TP42,Torre Pacheco,Torre Blanca,10.0,783.0,209.17
2002-08-10,TP42,Torre Pacheco,Torre Blanca,9.0,588.0,109.83
2002-09-10,TP42,Torre Pacheco,Torre Blanca,10.0,1012.0,180.13
2002-11-10,TP42,Torre Pacheco,Torre Blanca,10.0,816.0,231.42
2002-12-10,TP42,Torre Pacheco,Torre Blanca,10.0,806.0,215.92
2002-10-13,TP42,Torre Pacheco,Torre Blanca,10.0,776.0,217.38
2002-10-14,TP42,Torre Pacheco,Torre Blanca,10.0,778.0,213.29
2002-10-15,TP42,Torre Pacheco,Torre Blanca,10.0,771.0,213.96
2002-10-18,TP42,Torre Pacheco,Torre Blanca,9.0,904.0,153.79
2002-10-19,TP42,Torre Pacheco,Torre Blanca,9.0,791.0,195.29
2002-10-20,TP42,Torre Pacheco,Torre Blanca,9.0,904.0,109.17
2002-10-22,TP42,Torre Pacheco,Torre Blanca,9.0,770.0,199.92
2002-10-25,TP42,Torre Pacheco,Torre Blanca,9.0,731.0,188.08
2002-10-26,TP42,Torre Pacheco,Torre Blanca,9.0,696.0,189.54
2002-10-27,TP42,Torre Pacheco,Torre Blanca,9.0,735.0,187.21
2002-10-28,TP42,Torre Pacheco,Torre Blanca,9.0,907.0,159.88
2002-10-31,TP42,Torre Pacheco,Torre Blanca,9.0,763.0,143.79
2002-01-11,TP42,Torre Pacheco,Torre Blanca,9.0,675.0,176.25
2002-02-11,TP42,Torre Pacheco,Torre Blanca,9.0,784.0,157.33
2002-06-11,TP42,Torre Pacheco,Torre Blanca,9.0,663.0,178.57
2002-08-11,TP42,Torre Pacheco,Torre Blanca,9.0,608.0,113.0
2002-10-11,TP42,Torre Pacheco,Torre Blanca,9.0,630.0,163.0
2002-11-11,TP42,Torre Pacheco,Torre Blanca,9.0,738.0,154.67
2002-11-18,TP42,Torre Pacheco,Torre Blanca,9.0,683.0,151.92
2003-01-31,TP42,Torre Pacheco,Torre Blanca,9.0,698.0,182.88
2003-01-02,TP42,Torre Pacheco,Torre Blanca,9.0,690.0,181.5
